time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-3.881452265010248e-05,1.9194666797673703e-06,10.003610776333252,0.000361148025612934,0.009300764492858882,0.0,-0.0023070556423813292,0.00011019674625646671,0.12035008687100326,-0.007891554156091751,-0.03462951302101555,0.0,444.77180515010673,441.9271055218691,443.5956740016835,442.9473379309125
0.12000000000000001,-0.00038788830354770837,1.5278970211370315e-05,10.015912757326001,6.283132563302608,0.009335713226973574,0.0,-0.009315854894355147,0.00029327745608794713,0.28968762125494574,-0.01202277981480303,-0.019861973899015048,0.0,457.54454759117885,458.7182686280796,458.8535428487081,458.52564391101595
0.18,-0.0011512710743078387,3.4521175499412254e-05,10.038049894017838,0.0004170288206948314,0.00813897429895949,0.0,-0.015999703712591164,0.00041475268469913333,0.4481686343344176,-0.025238513113578442,-0.021977312105738153,0.0,454.4368741330517,454.26733548437204,456.568121809455,455.51275630440426
0.23999999999999996,-0.0022952086586774585,6.301760405735246e-05,10.070528760014556,6.282129277036665,0.00696748173568551,0.0,-0.02199281039955145,0.00037032852113831,0.6343759742381371,-0.02896656767292792,-0.018807291924409143,0.0,464.23000168812405,464.4786669062305,463.1747235735511,462.8813597513273
0.3,-0.0037834611561056975,7.074417775136513e-05,10.115770908904528,0.0018549940768712858,0.0059360308953060326,0.0,-0.02749405302334143,0.00021674307204350512,0.873544391060204,-0.006516645610225481,-0.02362378893816421,0.0,479.84607668640183,479.48040499571925,478.44057357403824,480.146536822401
0.36000000000000004,-0.005575755180950192,0.00013223605678010583,10.17549168991123,0.0024847266086656106,0.004645590079197959,0.0,-0.032095447970903156,0.001897940225308627,1.1169432462437023,0.003415688080290509,-0.028907839401416932,0.0,480.99947841558475,480.5991330798062,480.91578230362836,481.66747448620026
0.4200000000000001,-0.007599948646839686,0.0002945240337729498,10.243876257056934,0.002743399029760063,0.007869013453579932,0.0,-0.03565846357985576,0.0035396040891210938,1.1624951028994372,-0.000592743186346209,-0.005686874301331041,0.0,419.97827640150524,421.9872478198627,420.28336910014616,419.93580282712065
0.48000000000000015,-0.009922181838949605,0.0005792146123473061,10.318840606121494,0.0047334761701183226,0.008330609635560648,0.0,-0.04181249288962007,0.0061931626245062986,1.3361282256290468,-0.01742974872759948,-0.016775091419817527,0.0,461.4779637092689,460.60209741661293,461.67520226559907,460.3450539013593
0.5400000000000001,-0.012610221423844586,0.0010766263415734998,10.40247283833561,0.011822679117900137,0.008926882093859945,0.0,-0.047865655473540734,0.011094169538269732,1.4514675570215871,0.01263748119660557,-0.03189543009877946,0.0,443.3801742660676,442.1362768143995,443.06096864237094,445.5259263857532
0.6000000000000002,-0.015701095446012267,0.0020317714179244576,10.495399927011453,0.014748904996789491,0.010664485413406588,0.0,-0.05538843802941537,0.021062739906280152,1.6458361298021218,0.02761140394997,-0.05406227290885025,0.0,468.26358867737576,466.53544905529355,467.922091398154,469.0861517575017
0.6600000000000003,-0.019227429420486716,0.00362752028170388,10.596655056450622,0.023523355121487732,0.007410123284540937,0.0,-0.061831808698558324,0.03303060094533909,1.7291991943726746,-0.0028388106771062536,-0.05485556850543378,0.0,434.32519425371703,434.25661909694844,435.61004609437754,433.0564443051406
0.7200000000000003,-0.023071489709670472,0.006049942478657161,10.701487058802428,0.02338714705497935,0.006251154359750544,0.0,-0.0661823393819271,0.0477062240417573,1.7651465368553774,-0.006391291906807821,-0.04001451670163187,0.0,418.341827618145,419.6302778488159,419.464043132649,419.1555226073868
0.7800000000000004,-0.02721224067108545,0.0094407080452881,10.812395065807365,0.022991880283885102,0.013453536063450677,0.0,-0.07260949957489482,0.0652698124553754,1.931514090343308,-0.007432449338640964,-0.0072465659285387805,0.0,459.0513771237723,461.64377841886323,460.7558645090297,460.6736599141347
0.8400000000000004,-0.031816406199148446,0.01378251318315704,10.929017569285971,0.023599217955246665,0.013570229584056293,0.0,-0.08086648861056016,0.07952243091947367,1.9558588705466728,-0.01993883934186022,-0.0002234887912126492,0.0,415.24698508154125,415.86266526911226,417.0495896015045,415.9559548479865
0.9000000000000005,-0.036928283246883596,0.01901033610960872,11.047822982040456,0.024835904779353157,0.01360001228600538,0.0,-0.08953481327033787,0.0948701656032374,2.004233579204825,-0.038267944494725696,-0.003996926616918301,0.0,424.4274479150653,424.10351432123593,424.7055122510242,423.1303966061258
0.9600000000000005,-0.042545160200830774,0.02515294855199545,11.168449978784972,0.025297587857777692,0.013357389792303387,0.0,-0.09767472461549831,0.10994125416230718,2.016642354760018,-0.057699258609631765,-0.006247168912563038,0.0,411.79407028616464,411.59506157772984,413.7904289781894,412.07502948584386
1.0200000000000005,-0.048676810871161956,0.03226525490899419,11.292146350002705,0.025197906068136433,0.013020711742232294,0.0,-0.10668155369632525,0.1271427516399163,2.1064078571532154,-0.07902211560890138,-0.009900351078405062,0.0,438.6560161581003,438.3526716882448,437.7996598031103,436.01877770101026
1.0800000000000005,-0.05532776547003782,0.04036583902818522,11.420206506389507,0.02087428196688723,0.012478453817131197,0.0,-0.11496261062044813,0.14246878887905912,2.162170178069969,-0.08740354296375116,-0.008334199781702913,0.0,427.2799572239857,427.4135679570585,427.22377157690426,426.50283205184627
1.1400000000000006,-0.062452470179041195,0.049279729573883754,11.550525421722918,0.016666326974802637,0.01207006564647184,0.0,-0.12249483962039381,0.15427117318667918,2.1817646257078627,-0.07738836220066063,-0.013061189431900253,0.0,416.6460742859798,416.2327249263436,413.841697808166,414.7159293311824
1.2000000000000006,-0.07003295430081517,0.058857727987330494,11.682837824838805,0.01751488222204678,0.012300643588488036,0.0,-0.13019951928894055,0.16509912440809693,2.228555788690588,-0.10428839928530981,-0.003163894252206976,0.0,424.4155126191583,425.2642091254434,425.2244065946293,422.9071983510452
1.2600000000000007,-0.07806378735298954,0.06905813144238362,11.816649014030817,0.01247062127724341,0.012363437057263837,0.0,-0.13749676716792114,0.17448263403975728,2.2318184189684516,-0.1176137396131285,0.0012713315786825477,0.0,409.9315347231504,410.3254850893389,410.7250541989307,409.53003933532835
1.3200000000000007,-0.0865669011666413,0.07977021754751118,11.953195055638856,0.009665922793705484,0.012741672916991575,0.0,-0.14598371698174764,0.182327444130314,2.319544844653542,-0.14143527584702933,-0.006066566757343042,0.0,438.3873004121875,437.77719579040024,438.6579050366469,436.660630883245
1.3800000000000008,-0.09558195099075383,0.09088504271289365,12.094831370986881,0.0050899619593698375,0.012542945373907877,0.0,-0.15449307424478986,0.18768972133017414,2.40150233843322,-0.12094145259383976,-0.002654383352222499,0.0,436.76522654039206,437.0497925139118,435.0507449636947,436.74616537020825
1.4400000000000008,-0.10513010231671195,0.10222713215225447,12.242906892983454,6.28115734095533,0.013915051352868524,0.0,-0.1639375570869034,0.18962309334764285,2.5340658932427336,-0.12639301541653852,-0.017463338396203246,0.0,452.61729950654797,451.4240312870545,453.4364827376447,452.9849955396043
1.5000000000000009,-0.11531708816646435,0.11351583659595847,12.402800355653218,6.2736054536506884,0.012879543687720485,0.0,-0.1754901338310055,0.18572212927021348,2.795116777484188,-0.1298840897406968,-0.01695598017234631,0.0,491.1299095667886,491.16764484807015,491.26362041197456,490.99153816445346
